week_idx,week_start,n_components,variance_explained,original_features,reduction_pct
377,2024-11-12 12:00:00,33,0.9504018487085437,240,86.25
378,2024-11-19 12:00:00,27,0.9525326205592346,240,88.75
379,2024-11-26 12:00:00,34,0.9513767146364025,240,85.83333333333334
380,2024-12-03 12:00:00,38,0.9519557212009067,240,84.16666666666667
381,2024-12-10 12:00:00,28,0.9522950734153942,240,88.33333333333333
382,2024-12-17 12:00:00,21,0.9524099793657135,240,91.25
383,2024-12-24 12:00:00,28,0.9518909136986733,240,88.33333333333333
384,2024-12-31 12:00:00,20,0.9518444492769128,240,91.66666666666666
385,2025-01-07 12:00:00,39,0.9501355683143324,240,83.75
386,2025-01-14 12:00:00,27,0.9501771365936188,240,88.75
387,2025-01-21 12:00:00,31,0.950272557537049,240,87.08333333333333
388,2025-01-28 12:00:00,21,0.9523066044913947,240,91.25
389,2025-02-04 12:00:00,36,0.951887960954043,240,85.0
390,2025-02-11 12:00:00,39,0.9521163267575483,240,83.75
391,2025-02-18 12:00:00,23,0.9514040621193778,240,90.41666666666667
392,2025-02-25 12:00:00,25,0.9504303066856612,240,89.58333333333334
393,2025-03-04 12:00:00,28,0.9512563356888957,240,88.33333333333333
394,2025-03-11 12:00:00,34,0.9507338569266918,240,85.83333333333334
395,2025-03-18 12:00:00,24,0.9508904956202193,240,90.0
396,2025-03-25 12:00:00,20,0.9505867719798524,240,91.66666666666666
397,2025-04-01 12:00:00,32,0.9517801148367668,240,86.66666666666667
398,2025-04-08 12:00:00,27,0.952178853514388,240,88.75
399,2025-04-15 12:00:00,31,0.9500515819200166,240,87.08333333333333
400,2025-04-22 12:00:00,41,0.9502216949757886,240,82.91666666666666
