week_idx,week_start,n_components,variance_explained,original_features,reduction_pct
401,2025-04-29 12:00:00,27,0.951610466731989,240,88.75
402,2025-05-06 12:00:00,30,0.9517216698420403,240,87.5
403,2025-05-13 12:00:00,38,0.9510172788817265,240,84.16666666666667
404,2025-05-20 12:00:00,34,0.9504873012256442,240,85.83333333333334
405,2025-05-27 12:00:00,26,0.9503081162657347,240,89.16666666666666
406,2025-06-03 12:00:00,26,0.9506849513723824,240,89.16666666666666
407,2025-06-10 12:00:00,29,0.9500529256636714,240,87.91666666666667
408,2025-06-17 12:00:00,30,0.9506253968504632,240,87.5
409,2025-06-24 12:00:00,44,0.9516707804267355,240,81.66666666666667
410,2025-07-01 12:00:00,37,0.9518012737310151,240,84.58333333333333
411,2025-07-08 12:00:00,25,0.9514667405433098,240,89.58333333333334
412,2025-07-15 12:00:00,41,0.9501774531911057,240,82.91666666666666
413,2025-07-22 12:00:00,24,0.9502818033362508,240,90.0
414,2025-07-29 12:00:00,19,0.9523251203557559,240,92.08333333333334
415,2025-08-05 12:00:00,28,0.95203673120728,240,88.33333333333333
416,2025-08-12 12:00:00,23,0.9522209632693278,240,90.41666666666667
417,2025-08-19 12:00:00,41,0.9508435786540769,240,82.91666666666666
418,2025-08-26 12:00:00,22,0.9506387276617719,240,90.83333333333333
419,2025-09-02 12:00:00,40,0.9519208281564484,240,83.33333333333334
420,2025-09-09 12:00:00,32,0.9513226271157396,240,86.66666666666667
421,2025-09-16 12:00:00,34,0.951079601226173,240,85.83333333333334
422,2025-09-23 12:00:00,26,0.9505549398167171,240,89.16666666666666
423,2025-09-30 12:00:00,24,0.9510736135732503,240,90.0
424,2025-10-07 12:00:00,27,0.9523525074046449,240,88.75
425,2025-10-14 12:00:00,22,0.95146619351525,240,90.83333333333333
426,2025-10-21 12:00:00,26,0.9515342837169929,240,89.16666666666666
427,2025-10-28 12:00:00,36,0.9512914265503384,240,85.0
428,2025-11-04 12:00:00,27,0.9515151119579885,240,88.75
429,2025-11-11 12:00:00,20,0.952136303363053,240,91.66666666666666
430,2025-11-18 12:00:00,24,0.9505924420922577,240,90.0
